"Comment","Designator","Footprint","LCSC Part #"
"Conn_02x25_Odd_Even","J1","PinHeader_2x25_P2.54mm_Vertical_Shrouded","C601945"
"Conn_02x25_Odd_Even","J2","PinSocket_2x25_P2.54mm_Vertical","C40024"
